GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Sstr2	54305	11225272	NP_062221	P30680
Sstr3	171044	564360927; 19424168	NP_598206; XP_006242028	P30936
Sstr4	25555	6981586	NP_037168	P30937
Sstr5	25354	158631189	NP_037014	G3V8G3
Ssty1	301816	1046847672	XP_229292	-
Ssu72	298681	71043762	NP_001020828	Q4KLK9
Ssuh2	500286	564348267; 564304181; 392340064; 392347537	XP_006225066; XP_006237123; XP_002729489; XP_001078533	-
Ssx1	691903	1046908400; 1046838308; 1046838306; 1046908398	XP_017443637; XP_017457741; XP_017457740; XP_017443636	-
Ssx2	103690782	1046838321; 1046838323; 1046908318; 1046838325; 1046908314; 1046908312; 1046908316	XP_017443644; XP_017457722; XP_017443642; XP_017457719; XP_017457721; XP_017443643; XP_017457720	-
Ssx2ip	308023	564339181; 564339189; 28212260; 564339183	NP_783187; XP_006233517; XP_006233516; XP_006233520	Q8CGZ2
St13	81800	13592093	NP_112384	P50503
St14	114093	16758444	NP_446087	Q9JJI7; F1LRR7
St18	266680	672051800; 672051804; 672051798; 1046887548; 1046887545; 1046887551; 77628157	XP_008761711; XP_008761714; XP_017448662; XP_017448663; XP_008761712; XP_017448661; NP_695222	P70588; D3ZTP6; Q9QX27
St3gal1	362924	672059220; 61557316; 564360299; 564360301	XP_008763735; NP_001013237; XP_006241771; XP_006241772	Q6H8N0; E9PSJ1
St3gal2	64442	564395845; 564395847; 564395849; 169636411	XP_006255687; XP_006255689; NP_113883; XP_006255688	G3V8B2; Q11205
St3gal3	64445	13928972; 564352458; 672053843; 1046889455; 564352460	XP_008762288; XP_006238777; XP_006238778; XP_017449098; NP_113885	Q02734; F1LM32
St3gal4	363040	1046900629; 42627873; 564362979; 672061310; 672061315	XP_008764280; XP_006242851; NP_976082; XP_008764282; XP_017451216	P61131
St3gal5	83505	78126151; 564347308; 564347298; 564347294; 1046885712; 564347292; 564347304; 564347300; 672049971	XP_006236741; XP_006236746; NP_112627; XP_006236738; XP_006236742; XP_006236744; XP_017448402; XP_006236739; XP_008761218	Q68G12; O88830
St3gal6	304023	564376504; 564376502; 62461588	XP_006248271; XP_006248272; NP_997485	Q569D2
St5	308944	564330313; 564330309; 1046842474; 157824045; 672037907; 672037913; 564330307; 672037904	XP_006230041; XP_008757960; XP_006230038; XP_008757959; XP_006230039; XP_008757962; XP_017444694; NP_001101017	D4A9H6
St6gal1	25197	672071378; 164519128; 164519126; 564377251	XP_008767014; NP_671738; XP_006248563; NP_001106815	F2Z3S3; P13721; D4ABR2; G3V680
St6gal2	301155	672063943; 451172068; 564366725; 564366735; 1046903650; 564366733; 672063940	XP_006244327; XP_006244322; NP_001094358; XP_008764978; XP_006244326; XP_008764979; XP_017451813	Q701R3
St6galnac1	287920	157786730	NP_001099329	G3V9C4
St6galnac2	303692	72535132	NP_001026822	Q6ZYN8
St6galnac3	29758	9507099	NP_061996	Q64686
St6galnac4	407764	1046829504; 1046829502; 1046881421; 564340465; 1046881418; 564301373	XP_008773544; XP_006234074; XP_008760009; XP_017457464; XP_017447604; XP_006224416	M0R8B3; Q6ZXZ0
St6galnac5	365984	405113051	NP_001258290	Q6ZXY9
St6galnac6	407765	62543561; 564340397; 672045320; 564340403; 564340409	XP_006234047; XP_006234050; NP_001015036; XP_008759993; XP_006234044	Q6ZXY0; Q5BJS3
ST7	296911	564345912; 564345916; 672048836; 564345918; 1046884000; 672048838; 564345914; 51871603	XP_006236194; XP_017448013; NP_001004102; XP_006236196; XP_008760922; XP_006236197; XP_008760923; XP_006236195	Q2IBC9; Q2IBD0; Q499P1
St7l	295344	56090251; 1046872241	NP_001007640; XP_017446263	Q68FW3
St8sia1	25280	397787574	NP_036945	G3V7T2
St8sia2	117523	16924022	NP_476497	Q07977; Q64688
St8sia3	25547	6981540	NP_037161	P97877
St8sia4	116696	122425617	NP_446366	A1KQY6; F1MA57
St8sia5	364901	47155565; 564394114	XP_006255030; NP_998793	A0A0G2JV41; Q6ZXC8
St8sia6	291325	47155557	NP_998789	Q6ZXC7
Stab1	100363145	564318593; 564318591; 564318597; 672079487; 672079485; 672079483	XP_008769276; XP_006222184; XP_008769277; XP_008769275; XP_006222185; XP_006222187	-
Stab2	282580	350534944	NP_001233286	E0X583
Stac	363152	293349510; 1046902755; 1046836973; 293361392; 1046836975; 1046902758	XP_343492; XP_017459215; XP_017451627; XP_017451628; XP_001076458; XP_017459216	-
Stac2	363674	157819131; 564374362	XP_006247445; NP_001102304	D0IN10; D4A3C3
Stac3	362895	564359656; 1046896362; 672058849; 194474028; 564359652	XP_017450433; XP_006241548; XP_006241550; XP_008763637; NP_001124030	D3ZQN6
Stag1	315958	157823681; 564365127; 564365129; 672063004	XP_006243693; NP_001101649; XP_006243694; XP_008764750	A0A0G2K9G6; D4A3Q2
Stag2	313304	1046907361; 291042679; 564400602; 672088549; 672088551	XP_008771743; XP_017457521; XP_008771744; XP_006257565; NP_001166978	A0A0G2K4D9; D3ZXT2
Stag3	114522	564378597; 16758546; 1046853956	XP_006249082; NP_446182; XP_017453729	Q99M76
Stam	498798	157819901; 1046866219; 1046866221	NP_001102591; XP_017456140; XP_017456141	B5DF55
Stam2	311030	58865740	NP_001012085	Q5XHY7
Stambp	171565	672050132; 564347423; 19924065; 564347425; 672050130; 672050128; 672050126	XP_008761267; XP_008761268; XP_006236788; XP_008761269; NP_612540; XP_006236789; XP_008761270	Q8R424
Stambpl1	687696	672040140; 564333506; 169234828; 564333508; 1046844322; 564333512; 672040134	XP_006231361; XP_006231359; XP_008758568; NP_001108520; XP_008758571; XP_017445215; XP_006231358	B0BMZ5
Stap1	305269	68341981; 1046858677; 564383255; 1046858679	NP_001020286; XP_006250874; XP_017454671; XP_017454670	Q5BK11
Stap2	363334	68163539	NP_001020197	Q5BK28
Star	25557	13928754	NP_113746	P97628; P97826
Stard10	293150	564330021; 61556854	XP_006229912; NP_001013087	Q5BJN1; A0A0G2KB11
Stard13	498130	564377875; 672072058; 1046854672; 672072060; 157818119; 564377887; 672072062; 1046854667; 1046854659; 1046854661; 1046854665; 1046854674; 1046854663	XP_008767212; XP_017453915; XP_006248811; XP_017453912; XP_017453916; XP_017453917; XP_008767213; XP_017453913; NP_001102530; XP_017453918; XP_006248805; XP_008767211; XP_017453914	T2CBG9
Stard3	363675	62079193; 1046850071	XP_017452917; NP_001014251	Q5U2T5; F1M1S3
Stard3nl	291182	56605630	NP_001008299	Q5U205
Stard4	291699	157822051; 1046868037	NP_001099629; XP_017456407	D3Z9I9
Stard5	502348	300795781	NP_001178940	D3ZN38
Stard6	291527	1046867919; 564393976; 672083343; 56090253	XP_006254983; XP_008770334; XP_017456378; NP_001007628	Q6AYN5
Stard7	296128	1046815364; 157824154; 564342751; 672046816	XP_017444102; XP_008760378; NP_001099973; XP_006234979	A0A0G2JWY8; D3ZXY9
Stard8	312113	564399548; 164607169; 1046907352; 564399546	XP_017457519; XP_006257136; XP_006257137; NP_001101319	D4A5B9
Stard9	691920	1046882151; 564302189; 1046882156; 1046882154; 564302196; 1046882146; 392339424; 564342517; 1046882148; 1046830148	XP_017458084; XP_017447700; XP_006224632; XP_003753810; XP_006224635; XP_001080099; XP_017447698; XP_006234877; XP_006234879; XP_017447699	-
Stat1	25124	77695928; 77695926	NP_001029336; NP_116001	F1M9D6; Q9QXK0; Q6P6Q7
Stat2	288774	58865380; 564357755; 564357753	XP_006240810; XP_006240809; NP_001011905	Q5XI26
Stat3	25125	6981592; 564374111; 564374109; 564374107	XP_006247319; XP_006247321; XP_006247320; NP_036879	P52631
Stat4	367264	58866024	NP_001012226	Q66HB2
Stat5a	24918	8394373	NP_058760	Q62771
Stat5b	25126	11693140	NP_071775	P52632; A0A0G2JSR4
Stat6	362896	113205500	NP_001037715	Q1KQ07
Stath	689604	948293191	NP_001303928	Q5J6K0
Stau1	84496	158186644; 16758178	NP_001103377; NP_445888	Q66HP4; Q9ESY8; Q9ET50
Stau2	171500	51592098; 55741782; 55741784	NP_001007150; NP_001007151; NP_604461	Q68SB3; Q8R4C9; Q68SB2; Q68SB4; Q68SB1; Q8R4D0
Stbd1	305234	62078705	NP_001014010	Q5FVN1
Stc1	81801	13592095	NP_112385	P97574
Stc2	63878	11560026	NP_071566	Q9R0K8
Steap1	297738	157817514	NP_001100099	D3ZEK7
Steap2	312052	564345630; 157822623; 564345636; 672048850; 564345634; 564345638	NP_001101316; XP_006236097; XP_006236098; XP_006236094; XP_008760925; XP_006236096	D4A6H3
Steap3	170824	21717655	NP_579848	Q5RKL5; Q99P41
Steap4	499991	112984288	NP_001037730	Q4V8K1
Stfa2	303909	1046821179; 564377005	XP_017459847; XP_006248478	-
Stfa2l1	408214	51889722	NP_001004129	D3ZEL6; Q6IE17
Stfa2l2	498087	564377003; 564314487; 564314485	XP_006221213; XP_006248477; XP_006221214	-
Stfa3	288075	157786796	NP_001099347	P01039
Stfa3l1	408215	57163995	NP_001009177	Q6IE18
Stil	313506	1046890547; 564306050	XP_017449284; XP_006225580	A0A0G2KB96
Stim1	361618	189027111	NP_001101966	P84903
Stim2	117087	281182916; 672076326	XP_008768409; NP_001099220	D4A5X1
Stip1	192277	20302113	NP_620266	O35814
Stk10	29398	672066841; 281182792	XP_008765783; NP_062079	H9KVF6
Stk11	314621	564358115; 157820995; 672057754	XP_008763318; NP_001101539; XP_006240972	A0A0H2UI02
Stk11ip	301535	564368979; 197927188; 564368981	XP_006245249; NP_001100392; XP_006245250	B4F7D6; A0A0G2K9H2
Stk16	286927	564368924; 27465615	NP_775165; XP_006245222	P57760
Stk17b	170904	564368335; 19173746	XP_006244970; NP_596883	Q91XS8
Stk19	361800	259906412	NP_001013215	Q6P7Q3
Stk24	361092	188595689	NP_001120966	B0LT89; F1LML1
Stk25	373542	34576555	NP_908938	Q6V9V9
Stk26	317589	1046907619; 300795401; 564400759	XP_017457580; XP_006257635; NP_001178665	F1LXV3
Stk3	65189	672059043; 672059051; 672059045; 13929032; 672059047	NP_113923; XP_008763681; XP_008763680; XP_008763684; XP_008763682	O54748
Stk31	500120	300794980; 672049611	NP_001178900; XP_008761128	-
Stk32a	364858	300798634	NP_001178823	D3ZD18
Stk32b	305431	1046858739; 1046858737; 157821711	XP_017454685; NP_001100694; XP_017454686	F1M3G9; A0A0G2JWX7
Stk32c	365381	157821485	NP_001102392	D4A3D9
Stk33	690861	1046846452; 1046846454; 1046818543; 1046818541; 1046818545; 1046818547; 1046846458; 1046846450; 1046846456	XP_017445688; XP_017445689; XP_017445687; XP_017445616; XP_017445690; XP_017445622; XP_017445624; XP_008758045; XP_017445620	D4A165
Stk35	311419	157821049; 564342892; 564342894	XP_006235037; NP_001101243; XP_006235036	D3ZKU3
Stk36	301516	564368952; 672065550; 291219919	XP_006245236; XP_008765443; NP_001167457	D3ZA65
Stk38	361813	1046876931; 62543535; 1046876927; 564397111; 1046876925	NP_001015025; XP_006256203; XP_006256201; XP_017457173; XP_006256202	G3V9Q4; Q5BJM9; A0A0G2QBZ7
Stk38l	691337	1046885664; 134053877	XP_017448391; NP_001076805	A4GW50; D4AA09
Stk39	54348	9507133; 672045863; 1046880841	XP_008760144; NP_062235; XP_017447487	A0A0G2K007; O70541; O88506
Stk4	311622	157821635	NP_001101270	D4A648
Stk40	360230	71896572; 564352862	NP_898879; XP_006238943	Q498V1; Q7TNL4; A0A0G2JST8
Stkld1	311825	672044907; 672044909; 1046880022; 564339959; 672044912; 1046880025; 157821587	XP_008759867; XP_006233847; XP_008759865; XP_008759866; NP_001101292; XP_017447312; XP_017447313	F6R0A3; B1WBT9
Stmn1	29332	8393696; 564353444; 1046887652	XP_006239185; XP_017448691; NP_058862	P13668
Stmn2	84510	16758184	NP_445892	Q9ERH2; P21818
Stmn3	29246	13242233	NP_077322	Q9JHU6
Stmn4	79423	399498517; 399498519; 12025538; 1046861796; 564386590; 672078389; 399498513; 564386580; 399498511; 399498515	XP_008769000; NP_001257785; XP_006252213; NP_062049; NP_001257786; NP_001257787; NP_001257788; XP_006252218; XP_017455295; NP_001257784	O35416; O35415; O35414; Q568Y8; P63043
Stmnd1	498719	672081403	XP_008769783	-
Stn1	294025	564333955; 564333959; 1046841796; 564333961; 58865456	XP_017444532; XP_006231537; XP_006231534; XP_006231536; NP_001011943	A0A0H2UHR9; Q6AYD2
Stom	296655	58865500	NP_001011965	Q5XI04
Stoml1	300748	564364005; 765099160	NP_001292167; XP_006243246	D4A7E9
Stoml2	298203	72255527	NP_001026816	Q4FZT0
Stoml3	295041	157824142	NP_001099901	D4A100
Ston1	360202	564354953; 564354951; 672055400; 672055398; 281427176	XP_008762702; NP_891999; XP_008762703; XP_006239805; XP_006239806	F1MAC6
Ston2	314349	564356850; 209529642; 564356848	XP_006240468; NP_001129346; XP_006240469	D4AB66
Stox1	294388	300795079	NP_001178649	F1M4Y5
Stox2	306459	1046863593; 1046863583; 1046863587; 1046863591; 1046863581; 1046863585; 564389177; 198442895	XP_006253214; XP_008769480; XP_017455605; XP_017455606; NP_001128335; XP_017455607; XP_017455603; XP_017455604	D4A001
Stpg1	500566	1046889349; 1046889341; 71043800; 1046889345; 1046889356; 1046889353; 1046889347; 1046889351; 1046889343	XP_017449077; XP_008762501; XP_017449080; XP_017449074; XP_017449079; XP_017449075; XP_017449076; XP_017449078; NP_001020943	Q4KLY8
Stpg2	499719	1046873472; 155369668; 1046873475	NP_001094463; XP_008759742; XP_017446536	A1A5R9
Stpg3	499746	1046881245; 1046829396; 564339650; 62644708; 564339653; 564301234; 564301231; 109469531	XP_006224372; XP_006224373; XP_006233711; XP_017447576; XP_001077344; XP_006233712; XP_017457310; XP_575081	D3ZRE5
Stpg4	681766	672055309; 1046892996; 254675145; 1046892991; 1046892988; 672055311; 1046892994	XP_017449842; XP_006239782; XP_008762691; XP_006239781; XP_017449841; NP_001157034; XP_008762689	F1LXX1; A0A0G2K1I9
Stra6	363071	71361637	NP_001025095	Q4QR83
Stra8	500079	564303527; 564346311	XP_006224926; XP_006236344	-
Strada	303605	564374858; 672069751; 672069753; 672069744; 672069747; 564374862; 672069749; 672069741; 33414519; 564374876	XP_008766586; XP_008766584; XP_008766582; XP_006247648; XP_008766585; XP_006247657; XP_008766581; XP_008766583; NP_877972; XP_006247650	Q66HD4; Q7TNZ6
Stradb	501146	167555101	NP_001102777	D3ZVH0
Strap	297699	58865512	NP_001011969	Q5XIG8
Strbp	84476	672045353; 672045356; 132626573; 672045351	XP_006234170; XP_008759999; XP_008760000; NP_445868	D3ZDD7; A0A0G2K3L7
Strc	691937	293358028; 1046829269	XP_017456636; XP_001080205	-
Strip1	362012	1046828403; 1046875582	XP_001068288; XP_342312	-
Strip2	500066	672018239; 1046887071	XP_008773936; XP_017448564	-
Strn	29149	9507157; 564354630	NP_062021; XP_006239684	P70483
Strn3	114520	564355916; 71361653; 564355914; 564355918	XP_006240137; XP_006240138; NP_001025068; XP_006240139	E9PT82; P58405
Strn4	308392	240120164; 240120166	NP_001100950; NP_001155281	F1M6V8; B5DF70
Sts	24800	6981598; 564399269; 564399267; 564399271	XP_006257022; NP_036793; XP_006257023; XP_006257024	P15589; G3V9E5
Stt3a	500972	564363049; 197927176	NP_001128221; XP_006242870	F1LM63; B4F7C9
Stt3b	363160	281485606	NP_001164010	B2RYD7; E9PTQ6
Stub1	287155	158081745	NP_001020796	D4A4T0
Stum	689499	564382142; 109498272; 564316306; 392332904	XP_006221658; XP_001067525; XP_006250478; XP_003752731	D4A4F9
Stx11	292483	672033753; 634743223	NP_001020809; XP_008756823	Q4KLK0; A0A0G2K516
Stx12	65033	564353289; 77695930	NP_075228; XP_006239128	O88385; O70319; G3V7P1
Stx16	362283	564344768; 564344764; 157817700; 564344762; 564344766	XP_006235756; XP_006235757; XP_006235758; XP_006235755; NP_001102080	A0A0G2K528; D3Z9R7
Stx17	252853	564350716; 21902531; 1046887481	NP_663775; XP_006238086; XP_017448641	Q9Z158
Stx18	360953	58865874	NP_001012151	Q68FW4
Stx19	685180	157822609	NP_001102930	-
Stx1a	116470	33667087	NP_446240	P32851; A0A1E1ERK2
Stx1b	24923	6981600; 1046840615	NP_036832; XP_017444287	P61265; P32853
Stx2	25130	564379142; 672072837; 564379136; 564379134; 1046854046; 1046854044; 29789030	XP_006249311; XP_006249315; XP_006249312; NP_036880; XP_008767410; XP_017453760; XP_017453759	Q7TS57; G3V632; Q08846; P50279; Q08848; Q08847
Stx3	81802	1046844470; 672039853; 564332998; 1046844464; 672039847; 672039849; 13592097; 1046844461; 1046844468	XP_008758485; XP_017445262; XP_008758484; XP_017445264; NP_112386; XP_017445265; XP_006231159; XP_008758487; XP_017445263	B4F7E6; Q08849
Stx4	81803	564331156; 13592099; 564331154; 564331160	XP_006230407; XP_006230408; XP_006230410; NP_112387	Q08850
Stx5	65134	564332766; 477507200	XP_006231059; NP_113892	A0JPL4; O55200; Q08851
Stx6	60562	13928922	NP_113853	Q63635
Stx7	60466	1046844070; 55741787; 1046844072; 1046844074	NP_068641; XP_017445133; XP_017445134; XP_017445135	Q5U337; O70257
Stx8	59074	1046850324; 1046850326; 13928908; 1046850322	XP_017452983; NP_113844; XP_017452984; XP_017452985	Q9Z2Q7
Stxbp1	25558	6981602; 564340310	XP_006234001; NP_037170	P61765; Q62759; Q64320; Q96TG8; Q28208
Stxbp2	81804	564377968; 13592101	XP_006248845; NP_112388	Q62753
Stxbp3	114095	16758990	NP_446089	Q99PV2
Stxbp4	303443	564373795; 564373791; 672068651; 672068654; 1046849507; 157820317; 564373793; 564373789	XP_006247193; XP_008766265; XP_017452801; XP_006247191; XP_008766264; XP_006247190; NP_001100508; XP_006247192	A0A0G2JXI5; D3Z9G8
Stxbp5	81022	30387640; 672033839; 564324490; 564324492; 30387644; 672033841; 13540648	NP_848036; XP_006227686; NP_848035; XP_006227685; XP_008756850; XP_008756851; NP_110470	Q9Z152; Q9WU70; Q9WU71
Stxbp5l	288080	404247472	NP_001258179	-
Stxbp6	362734	1046892542; 564355883; 672056081; 1046892544; 300798186	XP_006240129; XP_017449710; XP_008762880; NP_001178801; XP_017449709	D3ZCI5
Styk1	500340	672051558; 672018833	XP_008761664; XP_008774081	D3ZHY0
Styx	100912536	408821459	NP_001258470	D3ZH31
Styxl1	360792	564378959; 1046854538; 672072695; 83649764; 672072697; 1046854534; 672072691; 672072699; 564378957; 672072693	XP_008767368; XP_008767369; XP_006249242; XP_006249243; XP_008767365; XP_008767366; NP_001032877; XP_017453876; XP_017453877; XP_008767370	Q4G076; G3V9J5
Sub1	192269	57526804; 564335555	XP_006232105; NP_001009618	Q5M805; Q63396
Sucla2	361071	158749584	NP_001101857	F1LM47
Suclg1	114597	139948224; 1046883422	XP_008761195; NP_446204	Q6P7S4; P13086
Suclg2	362404	189491689	NP_001094220	B1H270
Sucnr1	408199	48040447	NP_001001518	Q6IYF9
Suco	360863	672074478; 672074475; 1046856634; 564381472; 40786495; 564381476; 	XP_006250228; NP_955435; XP_006250226; XP_017454340; XP_008767879; XP_008767880; 	Q710E6; A0A0G2K087
Suds3	360819	293341223; 293352609	XP_001080131; XP_341093; 	M0RBT5
Sufu	361769	564334104; 672040503; 67846076	XP_008758665; NP_001020070; XP_006231608	Q4V8C6
Sugct	361253	62079027	NP_001014168	Q68FU4; F1LXJ6
Sugp1	290666	58865418	NP_001011920	Q68FU8
Sugp2	361126	157822029; 672079714; 672079719; 672079721; 672079723; 672079716	XP_008769346; XP_008769347; XP_008769348; NP_001101867; XP_008769349; XP_008769350	D3ZJH2
Sugt1	290408	198278555	NP_001013069	B0BN85
Sulf1	171396	672051796; 19705485; 672051792; 1046887412; 672051794	XP_008761709; XP_008761710; NP_599205; XP_017448626; XP_008761708	Q8VI60
Sulf2	311642	564344419; 110626131	NP_001030099; XP_006235658	Q3L472
Sult1a1	83783	13929194	NP_114022	P17988; Q548D2
Sult1b1	64305	672075828; 11968092	XP_008768278; NP_071958	P52847
Sult1c2	171072	672063880; 564366694; 672063900; 1046903333; 564366688; 564366692; 564366700; 564366702; 672063885; 672063891; 71896574; 672063889; 672063898; 672063887; 564366686	XP_006244308; XP_006244312; XP_008764967; XP_008764960; XP_008764962; XP_008764966; XP_006244311; XP_006244307; XP_008764964; XP_006244304; XP_006244305; XP_008764961; XP_008764963; XP_017451744; NP_598231	F1LZL1; Q9WUW8; Q3ZAV3
Sult1c2a	316153	62751644; 1046906522	XP_017452379; NP_001013195	Q569D0
Sult1c3	65185	148747248	NP_113920	Q5M8B5; A0A0G2K5J0; P50237
Sult1d1	60393	11120724	NP_068537	Q9Z1G0; G3V9R3
Sult1e1	360268	564383207; 672075772; 1475928801; 56090198	XP_008768261; XP_006250855; NP_001007719; NP_037015	Q99ND5; Q9QWS0; P49889
Sult2a1	24912	672034939; 222831686; 672034937	XP_008757114; NP_571978; XP_008757113; 	A0A0G2JYC0; P15709
Sult2a2	361510	68341957; 672035103	XP_008757171; NP_001020302	Q04169; P50235
Sult2a6	24902	148612847	NP_036827	Q63551; P22789
Sult2b1	292915	564328023; 89145411; 564328021; 1046841256; 1046841263; 564328019; 1046841261; 672036360	XP_006229093; NP_001034754; XP_006229094; XP_017444418; XP_006229095; XP_008757560; XP_017444416; XP_017444417	Q29YR6; Q29YR5
Sult4a1	58953	1046896889; 13928882	XP_017450556; NP_113829	P63047; Q9CWY7; Q9DC97; O88872; Q91XS5
Sult5a1	292077	318104594; 157822267	NP_001188298; NP_001099664	-
Sult6b1	503103	300795906	NP_001178946	M0R952
Sumf1	362409	157821111	NP_001102109	D4A7I8
Sumf2	360800	164607119	NP_001020296	D3ZTR4
Sumo1	301442	57528279	NP_001009672	Q5I0H3
Sumo2	690244	19424298	NP_598278	P55855; P61959
Sumo3	499417	66730335; 1046877203	NP_001019466; XP_017457248; 	Q5XIF4
Sumo4	682787	293359129; 392340287	XP_002729504; XP_003754032	F1LN30
Sun1	360773	564378421; 564378429; 1046854504; 564378417; 672072041; 55741843; 564378409; 564378407; 564378411; 564378415; 564378419; 564378423; 564378431; 1046854510; 672072034; 564378427	XP_008767206; XP_006249004; XP_006249015; XP_008767204; XP_017453868; XP_006249003; XP_006249005; XP_006249009; XP_006249008; XP_006249014; XP_006249013; XP_006249007; XP_006249010; XP_006249011; XP_017453867; NP_001007148	A0A0G2K016; Q5U2W0
