GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Rbbp8	225182	357394774; 569003608; 124487005	NP_001074692; NP_001239424; XP_006525875	Q80YR6
Rbbp8nl	271887	568920295; 154091040	NP_766619; XP_006500714	Q8CEB4; A2ABX0
Rbbp9	26450	86439977	NP_056569	O88851; A2AN96; Q80YU9; Q9CYJ9
Rbck1	24105	145046239; 1039760513; 145046257; 568916880; 568916882; 1242013616; 568916878	NP_001342211; XP_006499510; XP_017173514; NP_001077390; NP_062679; XP_006499508; XP_006499509	A2ANR4; Q3TM86; Q9WUB0; Q8C2I0
Rbfa	68731	40353224	NP_954667	Q6P3B9; Q3UKZ0
Rbfox1	268859	568995428; 755553602; 755553614; 1039751162; 1039751179; 1039751195; 1039751204; 1327850516; 568995448; 1039751212; 1327850534; 1327850483; 568995432; 568995458; 755553604; 755553610; 755553617; 1039751167; 1039751181; 1039751190; 1039751192; 1039751214; 568995454; 755553600; 1039751200; 1327850491; 66792808; 568995424; 568995440; 568995446; 568995456; 568995462; 755553590; 755553594; 755553598; 755553606; 1039751177; 1039751184; 1039751210; 1327850590; 1327850493; 755553588; 568995434; 755553596; 225543396; 568995450; 755553608; 755553625; 1039751158; 1039751188; 1039751197; 1039751202; 1039751206; 1039751208; 568995430; 568995436; 755553612; 1327850501	XP_006522238; XP_006522255; XP_011244209; XP_011244214; XP_011244215; XP_011244219; XP_017172482; XP_017172489; XP_017172493; XP_017172495; NP_001346652; XP_006522244; XP_006522248; XP_011244213; XP_011244216; XP_011244224; XP_017172498; NP_001346658; NP_899011; XP_006522239; XP_006522240; XP_011244222; XP_017172481; XP_017172485; XP_017172488; XP_017172492; XP_006522247; XP_006522252; XP_011244212; XP_011244221; XP_017172496; XP_017172497; XP_006522249; XP_011244220; NP_001346655; XP_006522218; XP_017172478; XP_017172486; XP_017172487; NP_001346657; XP_006522236; XP_006522241; XP_006522251; XP_011244218; XP_017172479; XP_017172480; NP_001346653; NP_001346659; NP_067452; XP_006522242; XP_006522253; XP_011244211; XP_011244217; XP_017172477; XP_017172483; XP_017172491; XP_017172494; NP_001346654	Q3UYA8; Q9JJ43; Q537C9; Q537D0; Q537D2; Q6PD12; Q8R4Z7; Q537D1; Q9JJB5
Rbfox2	93686	568993711; 568993721; 568993742; 161016816; 161016818; 30524922; 568993693; 568993719; 568993746; 568993725; 568993750; 1039749756; 1039749777; 556695385; 1302188137; 568993687; 568993691; 568993707; 568993723; 568993738; 161016811; 556695484; 1302188135; 161016807; 568993729; 161016814; 568993681; 568993689; 568993695; 568993740; 568993748; 1039749766; 1302188013; 568993683; 568993685; 568993705; 568993727; 556695364; 568993701; 568993709; 568993713; 568993717; 568993752; 1039749769; 	XP_006521630; XP_006521634; XP_006521657; NP_001273346; XP_006521643; NP_001104299; XP_006521641; XP_006521646; XP_006521648; XP_006521660; NP_001104297; NP_001104300; NP_001273348; XP_006521637; XP_006521651; XP_006521656; XP_006521659; XP_006521661; XP_006521662; XP_006521628; XP_006521629; XP_006521645; XP_017172300; XP_017172301; NP_001104298; NP_001273347; NP_001345700; NP_001345701; XP_006521632; XP_006521639; XP_006521650; XP_017172299; XP_006521627; XP_006521640; XP_006521649; XP_006521655; XP_017172298; NP_001345699; NP_444334; NP_780596; XP_006521631; XP_006521633; XP_006521642; XP_006521647; 	Q0R5Z7; Q537D4; Q8BRG0; A0A2K6EDK7; Q8VI62; Q8BP71; Q537D5; Q8R2T5; Q0R5Z8; Q0VH84; Q923W8
Rbfox3	52897	85677497; 1039737660; 1039737663; 1039737666; 85677499; 568974800; 755539124; 549806794; 568974792; 568974798; 549806806; 568974802; 85677495; 549806810	XP_006533789; XP_017170152; NP_001034256; XP_011247434; XP_017170150; NP_001034257; NP_001272367; XP_006533785; XP_006533788; NP_001020102; NP_001272366; XP_006533790; XP_017170151; NP_001272365	Q8BIF2; B7ZC13; D1GI07; A2A4W8; A2A4W7; B7ZC12; Q3TUE0; Q7TQI4
Rbis	69126	1039764985; 568920633; 1103360192; 153791234	XP_006530150; NP_001093144; NP_001334135; XP_017175196	G3UW58; Q0VG62
Rbks	71336	568934555; 568934557; 755511713; 23397419; 1039772538; 	XP_011239073; NP_694876; XP_006504177; XP_017176588; XP_006504176	Q8R1Q9
Rbl1	19650	568915989; 213417847; 213417872	NP_001132988; NP_035379; XP_006499081	Q3U1D4; Q3UI58; Q6PAR4; Q64701
Rbl2	19651	170932488; 530537206; 530537208	NP_001268930; NP_035380; NP_001268929	A0A1B0GRM0; Q3TVP8; A0A1B0GR06; Q64700
Rbm10	236732	269847193; 1306255201; 569008746; 21704124; 569008742; 569008744; 1306253120; 569008740; 269847199; 1306253226	XP_006527682; NP_001345833; NP_001161248; NP_663602; XP_006527683; XP_006527684; NP_001345834; NP_001345832; XP_006527681; NP_001161247	Q3UKI8; Q80U75; Q99KG3; Q3TIY0; Q3U5B8; Q8BTP8
Rbm11	224344	568997477; 39930581	XP_006523067; NP_938044	Q80YT9; D3Z0X9; Q8BYK1
Rbm12	75710	114155125; 114155120	NP_083673; NP_733486	Q3TKT7; Q7TT14; Q8K373; Q9CS80; Q8R4X3; B6ICZ5; Q8R302
Rbm12b1	72397	568927420; 568927418; 172088112; 568927422; 568927416	XP_006538336; XP_006538335; XP_006538337; XP_006538334; NP_082502	Q7TQK7; Q80YR9; Q8CD70; B1AZ74; Q9CRY6
Rbm12b2	77604	755506941; 1253131779; 1039769032; 71067349; 1253131782; 1039769034	XP_017175942; NP_001343491; NP_001343492; NP_945195; XP_011248435; XP_017175943	Q8K0T9; Q3TE05; Q66JV4; Q8BNP2; A2AJP4
Rbm14	56275	86262142	NP_063922	Q8C2Q3; Q91Z21; Q3TJB6; Q9DBI6
Rbm15	229700	124249066; 	NP_001039272; 	A0PJG5; Q3TLX0; Q6PGG1; Q571M7; Q3THK4; Q0VBL3; Q66JP8; Q7TT82
Rbm15b	109095	241896855; 	NP_780611; 	Q6PHZ5; Q8C6G2
Rbm17	76938	22779924	NP_690037	O75939; Q8JZX4; A2AP41
Rbm18	67889	568914147; 227500539; 1243938551; 13385930; 1243938590; 1243938617	NP_001153107; NP_001342509; NP_001342507; NP_001342508; NP_080710; XP_006498321	Q8CBD4; Q9CR83
Rbm19	74111	30794154	NP_083038	Q9CW63; Q8R3C6; Q8BHR0
Rbm20	73713	569007910; 755563743; 755563738; 755563740; 755563745; 283046745	XP_011245674; XP_011245675; NP_001164318; XP_006527448; XP_011245673; XP_011245676	Q3UQS8; E9PVK0; Q8CFS9
Rbm22	66810	110625591	NP_080052	Q8BHS3; Q3TJB0; Q9CXA0
Rbm24	666794	124487277; 	NP_001074894; 	D3Z4I3
Rbm25	67039	1039741761; 568980263; 161353449; 568980267; 568980269; 1039741756; 1402624750; 568980261; 568980259; 1402623784; 568980265	XP_006516228; NP_001351344; NP_001351345; XP_017170650; XP_006516229; XP_006516230; XP_006516232; XP_006516227; NP_081625; XP_006516231; XP_017170651	Q9CT27; Q8BVT8; Q3U976; Q9CT49; B2RY56; Q3TPH6; Q6NWW2; Q3UQU7; Q91XE6
Rbm26	74213	1573716857; 1573716909; 1573716869; 123701991; 	NP_001355612; NP_598838; NP_001355614; NP_001355613	Q8BQ22; Q921K4; Q6NZN0; Q8K101; Q3UTU9; Q8C7W9; E9PUF4; Q3TA77
Rbm27	225432	1039755868; 226958612; 569003716; 569003714	XP_006525927; XP_006525926; XP_017173376; NP_766214	Q5SFM8; E9QM85; Q6ZPT9; Q8C2X5; Q7TQK8; Q8C9A5
Rbm28	68272	166235127; 	NP_598686; 	Q8CGC6; Q9CSE6; Q3U0K5; Q8BG25; Q8VEJ8; Q9CS22; E9QKF8
Rbm3	19652	261862339; 37497112; 261862342; 261862337; 652698194	NP_001159881; NP_001159883; NP_001159882; NP_058089; NP_001280587	Q545K5; Q8BG13; Q5RJV3; O89086
Rbm31y	74484	294610680	NP_083246	Q9D3U4
Rbm33	381626	568933232; 568933236; 145966792; 568933234	XP_006535798; NP_082510; XP_006535796; XP_006535797	Q9CXK9; Q3U5Z3; Q8C5J6; D3Z5I9
Rbm34	52202	42794007; 568957178; 	XP_006531245; NP_766350	B2RUP0; Q8C5L7; A0A1D5RLR3
Rbm38	56190	134053933; 568917867	XP_006499987; NP_062420	Q922Z2; Q62176; Q5U418
Rbm39	170791	568915611; 568915643; 1039759282; 1039759287; 1383485507; 568915641; 755498817; 1039759289; 1039759292; 568915639; 755498815; 755498819; 1039759278; 1383485505; 1383482548; 755498823; 1039759263; 1039759270; 1383482537; 118403314; 1039759284; 1039759294; 597955306; 1383482450; 568915645; 1039759280; 597955351; 1383482575; 568915635; 755498828; 755498830; 1039759268; 1383485764	XP_006498895; XP_006498912; XP_011237629; XP_017171455; XP_017171480; XP_006498907; XP_006498909; XP_017171487; XP_017171497; NP_001349695; XP_011237628; XP_017171467; XP_017171478; NP_001278043; NP_001349696; XP_006498910; XP_011237625; XP_017171465; NP_001278044; NP_001349693; NP_573505; XP_017171481; NP_001349692; NP_001349697; NP_001349698; XP_006498911; XP_017171476; NP_001349694; XP_011237624; XP_011237627; XP_017171483; XP_011237626; XP_017171494	Q3U313; Q99KV0; Q5RJI0; Q3UXT6; Q0VGU9; Q8VH51
Rbm3-ps	100043257			-
Rbm4	19653	588282738; 86262144; 588282759; 588282779; 588282765	NP_001277051; NP_001277052; NP_001277054; NP_001277053; NP_033058	B7ZN14; Q5CZX8; O08752; Q8BN66; Q8C7Q4
Rbm41	237073	569011309; 288541346; 594591573; 569011303; 755566170; 755566165; 288541344; 23956384	NP_001165619; NP_705814; XP_011246038; XP_006528581; NP_001165618; NP_001277559; XP_006528584; XP_011246040	A2AG07; Q3TMC8; A2AG09; Q8JZV4; Q8C9Y2; Q3TPC6
Rbm42	68035	224922828	NP_598454	Q91V81; Q3UBE0
Rbm43	71684	568914316; 568914324; 568914318; 1244518162; 1244518154; 568914314; 568914322; 755497920; 568914320; 755497914; 213972641; 21313604; 213972639; 1244518259; 568914326; 1244518128	XP_006498404; XP_006498406; NP_084519; XP_006498403; XP_006498407; NP_001135453; NP_001342533; NP_001342535; XP_006498405; XP_006498408; XP_011237487; XP_006498402; XP_011237489; NP_001342537; NP_001135454; NP_001342536	Q99J64
Rbm44	329207	568909303; 568909305; 568909307; 85701905	XP_006529765; XP_006529766; XP_006529767; NP_001028580	Q3V089
Rbm45	241490	23510273	NP_700454	Q8C1Z5; Q8BHN5; Q3US38
Rbm46	633285	568923565; 568923567; 461496486; 568923569; 755504223; 1039764816; 226423939	XP_006501913; XP_017175169; XP_006501912; NP_001264099; XP_006501914; XP_011238490; NP_001139800	P86049; S4R1Y9
Rbm47	245945	188497701; 602152742; 188497698; 568934237; 20532346; 568934225	XP_006504025; NP_620704; NP_001120854; XP_006504019; NP_001278155; NP_848541	Q8BZE8; D3YXZ5; Q91WT8; Q3UQC7
Rbm48	269623	282396075; 568932808; 568932810	NP_766579; XP_006503650; XP_006503651	H9H9R8; Q8K2X2; Q8C9L5; Q8BQM1
Rbm4b	66704	569005959; 569005951; 27754120; 569005954; 569005957; 569005961	XP_006531888; XP_006531889; XP_006531887; XP_006531890; NP_079993; XP_006531886	Q8VE92
Rbm5	83486	568963248; 568963256; 568963250; 1327848554; 1327848373; 1327848479; 568963258; 568963246; 568963254; 22507333; 755531484; 	XP_006511935; XP_006511939; NP_001346455; XP_011241223; NP_683732; XP_006511934; NP_001346453; XP_006511933; XP_006511938; XP_006511937; NP_001346454	Q3UZ19; Q99KV9; Q91YE7
Rbm6	19654	568962794; 568962788; 568962790; 1039792378; 1039792375; 82524276; 755531227; 755531230; 160333291	XP_006511713; NP_083445; XP_006511714; XP_011241162; XP_017168705; XP_017168706; XP_011241161; XP_006511716; NP_035381	S4R1W5; Q3ULB0
Rbm7	67010	27753952; 1028224129; 1028224046	NP_001313284; NP_001313285; NP_659197	Q9CQT2; Q3UB91; Q3U5M9; Q7TQE3; Q14A95
Rbm8a	60365	162287296; 162287294	NP_001095877; NP_080151	Q6GTD4; Q9CWZ3; A0A023T672; Q9D6U5; Q3UT38
Rbms1	56878	213513205; 568917899; 568917903; 213513165; 213513185; 1039761456	XP_017174635; NP_001135404; NP_064692; XP_006500003; XP_006500005; NP_001135403	Q6PHC2; Q91W59; Q6PEU6; Q3UXU2; Q3TTX8; Q3UKR8; E9PZ21; Q3UI25; Q9WTK4
Rbms2	56516	568968087; 84872207; 568968085; 84872203	NP_062685; XP_006513963; XP_006513962; NP_001034169	E9Q7G6; Q3UGN4; Q8VC70
Rbms3	207181	1039792509; 148747313; 755531760; 1039792501; 287324670; 1039792511; 1039792483; 1039792485; 1039792489; 1039792493; 287324761; 1039792495; 287324845; 1039792497; 1039792507; 1039792499; 1039792503; 1039792505; 287324565; 287324984; 1039792487; 1039792491	XP_017168729; XP_017168736; XP_017168742; NP_001165594; NP_848775; XP_017168728; XP_017168730; XP_017168735; XP_017168740; XP_017168741; XP_017168739; NP_001165595; XP_006512068; XP_017168732; XP_017168733; NP_001165597; XP_017168731; NP_001165592; XP_017168734; XP_017168737; XP_017168738; NP_001165593	Q8BWL5; Q8BLW6; Q8BMN1; Q2VPR0; Q8BMB5; Q8BML0; Q8BL73; Q8BMA7
Rbmx	19655	6755296; 262231769; 	NP_001160095; NP_035382	Q9WV02; Q8C2U6; Q9R0Y0
Rbmx2	209003	27734072	NP_775552	A2AF74; Q8R0F5; Q3TI42
Rbmxl1	19656	568956344; 568956346; 355390287; 1313982620; 83699420; 1313966956	NP_001345903; NP_001345904; XP_006530838; NP_001239018; XP_006530839; NP_033059	O35479; Q91VM5
Rbmxl2	76572	65301143	NP_083936	Q9DAE2
Rbmy	19657	261824021; 261824019	NP_035383; NP_001159856	O35698; E9Q856
Rbp1	19659	6755300	NP_035384	Q00915; Q58EU7
Rbp2	19660	255759938	NP_033060	Q059R7; Q9D1N1; Q08652
Rbp3	19661	21729751	NP_056560	Q8VD34; Q9R0H8; A0A0R4J0H3; P49194; Q6B4R6
Rbp4	19662	33859612; 226958688	NP_001152959; NP_035385	P70357; Q00724; H7BWY6; Q566I5
Rbp7	63954	568931712; 568931708; 11968156	XP_006539148; NP_071303; XP_006539150	Q540P4; Q9CTK0; Q9EPC5
Rbpj	19664	568933897; 124286787; 459683851; 94400775; 568933903; 124286785; 1316032066; 568933899; 1039770826; 1039770824	XP_006503859; NP_033061; XP_017176231; XP_017176232; NP_001074397; XP_006503860; XP_006503862; NP_001074396; NP_001264045; NP_001346081	Q3U6F1; P31266; E9Q7W0; Q8C4Z3; Q80UN8; A0A0J9YTV5; Q3UM17
Rbpjl	19668	6677689	NP_033062	O08674; Q3V2I2
Rbpms	19663	111185959; 33342267; 755524906; 568953919; 1039786596; 568953917; 111185961; 1039786540; 555290065	XP_006509097; XP_006509098; XP_017168109; NP_001036139; XP_017168110; NP_001273097; NP_062707; XP_006509100; NP_001036140	Q78HG1; Q8C586; T1ECW4; Q9WVB0; Q9CPU5
Rbpms2	71973	568962101; 568962097; 568962099; 31980694; 568962095	NP_082306; XP_006511519; XP_006511520; XP_006511518; XP_006511521	Q8VC52
Rbsn	78287	568943202; 31541996; 568943204	XP_006506831; XP_006506832; NP_084357	Q8K0L6; Q80Y56; Q9CTW0
Rbx1	56438	9790191	NP_062686	Q9WUK9; Q8N6Z8; Q9Y254; Q9D1S2; P62878
Rbx1-ps	100043674	569002453; 755568394; 755470392	XP_006536785; XP_006525295; XP_006537515	-
Rc3h1	381305	568910988; 68131569	XP_006496971; NP_001020123	Q4VGL6; B2RS13; Q69Z31
Rc3h2	319817	594591535; 568913867; 155030209	NP_001094061; XP_006498187; NP_001277571	P0C090; Q148V5; Q148V4; A2AVP4; A2AVP5
Rcan1	54720	31542574; 125656176	NP_062339; NP_001075018	Q9JHG6; Q91WQ4; Q9JK51; Q7TNY3; Q9JKK3; Q542V6; Q9JK50; Q9JKK2
Rcan2	53901	46560587; 557786162; 1274096215; 557786121; 13447392; 569001004	NP_085101; NP_001344671; XP_006524685; NP_001273582; NP_001273583; NP_997532	Q8VIP5; Q9JHG2; Q8VIP4; Q543P2
Rcan3	53902	1039768228; 12667790	XP_017175806; NP_075356	Q3U2I5; Q9JKK0; Q9CX87
Rcbtb1	71330	568988820; 1039746893; 1341118797; 568988822; 1341269720; 169808411; 755548902; 568988816; 568988818; 1039746895	XP_006519629; XP_006519632; NP_001347540; XP_006519631; XP_017171693; NP_001347539; NP_082040; XP_017171694; XP_006519630; XP_011243498	Q8BTZ6; Q6NXM2; A0A0R4J025; Q8BZV0
Rcbtb2	105670	568986372; 755547585; 568986374; 568986378; 282395057; 568986370; 568986376; 568986382; 755547582; 282396060	NP_001164165; XP_006518449; XP_011243193; NP_598844; XP_006518448; XP_006518446; XP_006518447; XP_011243194; XP_006518445; XP_006518451	Q99LJ7; G1EE51; Q3TUA3; Q8BMG2
Rcc1	100088	19527092; 308153287	NP_001184011; NP_598639	Q6PFB2; Q3U6D2; Q3UDB6; Q8VE37
Rcc1l	94254	568938344; 568938342; 755514506; 15809010; 568938347	NP_291050; XP_011239219; XP_006504600; XP_006504602; XP_006504601	Q9CYF5; Q548B0
Rcc2	108911	568930424; 33239431	XP_006538534; NP_776292	A2AWQ3; Q8BK67; Q6ZPQ0
Rccd1	269955	568947961; 568947959; 1039778874; 568947964; 568947954; 289666776	XP_006540992; NP_775621; XP_006540989; XP_006540991; XP_017177783; XP_006540993	Q8BJF2; Q8BTU7; Q8C0K3; Q6IS64
Rce1	19671	569005675; 1039757323; 12963507; 1576727535; 1039757321; 1576727552; 1576727554; 1576727546	NP_001355644; XP_006531756; NP_001355641; NP_075620; NP_001355643; NP_001355642; XP_017173573; XP_017173572	Q99KQ3; P57791; Q9EP68; Q9CSF8
Rchy1	68098	422398909; 568936152; 13386058; 	NP_001258726; NP_080833; XP_006535254; 	Q920H0; G3UWD8; Q9CR50
Rcl1	59028	10946950; 569007614; 1039758050	XP_006527309; NP_067500; XP_017173757	Q9JJT0
Rcn1	19672	6677691	NP_033063	Q05186; Q3TVU3
Rcn2	26611	114205428; 506949339	NP_036122; NP_001265203	Q8BP39; Q8BP92; O70341; A2RT07
Rcn3	52377	1240085842; 188035858; 568948081; 568948083	NP_001341974; XP_006541049; NP_080831; XP_006541050	Q8R137; Q99K35; Q8BH97; Q58E50; Q9CTD4
Rcor1	217864	1587062693; 568979427	XP_006515823; NP_932140	A0A140T8R7; K3W4P9; Q8BK28; Q3V092; Q8CFE3; Q8CHI2
Rcor2	104383	569006140; 1001624529; 1001624475	XP_006526614; NP_001307483; NP_473389	Q9JMK4; Q8C796
Rcor3	214742	1039728286; 590122007; 590121982; 568911981; 568911987; 590121978; 590122001; 590122011; 755496560; 1092878810	NP_001277208; NP_001333669; NP_001277209; NP_659063; XP_006497304; XP_011237233; NP_001277211; XP_006497307; XP_017175221; NP_001277207	A0A0A6YXM5; A0A0A6YWY4; B2RSN6; A0A0A6YWP7; Q6PGA0
Rcsd1	226594	568910728; 568910730; 568910732; 84781793; 568910726; 84781800; 755495619	XP_006496844; XP_006496847; NP_001033935; NP_848708; XP_006496845; XP_011237096; XP_006496846	Q3TGA5; Q3TAD8; Q3TBC2; Q3UZA1; Q8R3A0
Rcvrn	19674	6677693	NP_033064	Q2TB46; P34057
Rd3	74023	734520294; 734520323; 568911793; 568911791; 734520308	XP_006497268; XP_006497269; NP_076216; NP_001171371; NP_001290061	Q8BRE0; Q9CRS3; Q9JMF2; Q3SYJ8; Q05D96
Rd3l	217874	568979435; 189095243	XP_006515827; NP_001121157	B2RV38
Rdh1	107605	568966264; 165377241	XP_006513093; NP_536684	Q8CGV4; Q8VIJ7
Rdh10	98711	25141231	NP_598593	Q8VCH7; Q8CJ68
Rdh11	17252	1376175639; 1376175656; 19482172	NP_001349199; NP_001349198; NP_067532	Q9QYF1; Q3UXM9; Q9D0U5
Rdh12	77974	58037513; 927928789	NP_001300900; NP_084293	Q8BYK4; Q9D1Y4; A0A0R4J1M3; Q91WA5
Rdh13	108841	755518998; 594150419; 594190779; 568944700; 30425078	XP_011248714; NP_001277340; NP_780581; XP_006539527; NP_001277338	Q8CEE7; Q8CC07; A0A0R4J1N8
Rdh14	105014	568977443; 12963791	NP_076186; XP_006515006	Q9ERI6
Rdh16	19683	6677697; 568967027	XP_006513452; NP_033066	O54909
Rdh16f2	216454	226510520	NP_663399	Q8K3M0; Q8K3M1
Rdh19	216453	117320520	NP_671755	G5E8H9
Rdh5	19682	1284806153; 568967023; 19549323; 568967021; 568967019; 568967025	XP_006513451; NP_001345456; NP_598767; XP_006513448; XP_006513449; XP_006513450	O55240
Rdh7	54150	226510365; 8567342	NP_059501; NP_001144221	O88451
Rdh8	235033	71892412	NP_001025461	D3Z6W3
Rdh9	103142	23680945	NP_694773	Q8K5C8
Rdm1	66599	568975257; 755539358; 13385116; 568975259	NP_079930; XP_006534008; XP_011247480; XP_006534009	Q9CQK3
Rdx	19684	157277952; 157277948; 157277950	NP_001098086; NP_033067; NP_001098087	P26043; Q3TS85; Q9QW27; Q3TH46; Q7TSG6
Rec114	73673	755530520; 568962170; 755530524; 259906436; 755530526; 755530518; 755530522	XP_011241121; XP_006511554; NP_082874; XP_011241122; XP_011241124; XP_011241123; XP_011241125	Q9CWH4
Rec8	56739	1039746551; 1039746549; 1338686456; 31982699; 1338686336; 	XP_017171588; NP_001347319; NP_064386; XP_017171587; NP_001347318; 	Q8C5S7; Q3UIN9; Q9JK52
Reck	53614	172072643; 568927032	XP_006538149; NP_057887	Q9Z0J1; A2RSP9; B1AWM3
Recql	19691	1039774584; 755518583; 326368214; 1243457519; 110625690; 1039774586; 326368226	NP_075529; NP_001191835; XP_017176957; NP_001191836; XP_011239875; XP_017176958; NP_001342440	Q3TPI5; Q9Z128; Q3UUK0; E9Q3N0; Q9Z129
Recql4	79456	568993648; 1039749731; 110815828; 568993646; 1039749727; 568993644; 	XP_006521611; XP_017172293; XP_006521610; XP_017172294; XP_006521609; NP_478121	Q75NR7; Q99PV9; Q76MT1; A0A0R4J0J3
Recql5	170472	568971934; 18485510; 568971940; 568971938; 568971942; 568971932; 568971936	XP_006532425; XP_006532426; XP_006532422; NP_569721; XP_006532421; XP_006532423; XP_006532424	Q8VID5; Q8VID3; Q8C7T6; Q8BQD7
Reep1	52250	30519931	NP_848723	Q8BGH4
Reep2	225362	326319955; 54261730	NP_659114; NP_001191843	C1IE02; Q8VCD6
Reep3	28193	568967728; 326319958; 568967730; 568967726; 30519927	NP_848721; NP_001191844; XP_006513790; XP_006513789; XP_006513791	Q9D8G3; A0A1W2P8A8; Q9CZM8; Q99KK1
Reep4	72549	568988883; 30725847	XP_006519661; NP_850919	Q8K072; A0A2I3BQJ3
Reep5	13476	161016826	NP_031900	G3X8R0; Q9CQG4
Reep6	70335	326368217; 568968464; 21314830; 568968462	XP_006514140; XP_006514141; NP_001191860; NP_647453	Q9JM62; Q8K0X2
Reg1	19692	6677703	NP_033068	Q3TV26; P43137
Reg2	19693	6677705	NP_033069	Q08731; Q545J0
Reg3a	19694	6755308	NP_035389	Q794C6; O09037
Reg3b	18489	6754980	NP_035166	P35230
Reg3d	30053	239915983; 239915980	NP_001155213; NP_038921	Q9QUS9; G3UWG6
Reg3g	19695	6755310	NP_035390	Q545I1; O09049
Reg4	67709	244798046; 1039764916	XP_017175186; NP_080604	Q9D858; Q9D8G5; Q3TS25
Rel	19696	112181204	NP_033070	A4QPD3
Rela	19697	569005679; 1433354058; 6677709; 569005677	NP_033071; XP_006531757; NP_001351996; XP_006531758	Q04207; Q62025; Q548Y4
Relb	19698	31982053; 755519225; 594190858; 755519227; 755519229; 568945136	XP_011248763; NP_033072; NP_001277386; XP_006539738; XP_011248762; XP_011248761	Q04863; Q8VE46; Q8K220
Relch	227446	170014744; 568908892; 568908900; 170014746; 568908894; 568908898; 568908911; 568908904; 568908896; 568908909; 568908902	XP_006529565; XP_006529566; XP_006529567; XP_006529564; XP_006529569; XP_006529570; XP_006529572; XP_006529568; XP_006529573; NP_775279; NP_083625	E9QM90; Q6PAN5; Q6ZPQ2; Q8CCT3; Q8CD48; A0A087WSS1; Q148V7; Q148V6; Q8C9Z0; G3X9J4
Rell1	100532	110625912; 568933533	NP_666035; XP_006503684	Q3UZH6; Q3TVW8; Q8R3S5; Q8K2J7
Rell2	225392	288541333; 569003712	NP_722488; XP_006525925	Q8BRJ3
Reln	19699	882939033; 117320554	NP_001297393; NP_035391	Q60841; E9PZ78; Q9CUA6
Relt	320100	568950832; 568950850; 568950842; 1306255325; 568950853; 31982219; 568950836; 568950834; 568950838; 568950844; 568950840	XP_006507994; XP_006507993; XP_006507998; XP_006508002; XP_006507997; XP_006507995; XP_006507996; XP_006507999; NP_001345843; NP_796047; XP_006508003	Q8BTV0; Q497Z8; Q8BX43
Rem1	19700	6677713	NP_033073	O35929
Rem2	140743	259490252	NP_542764	E9Q4D5; Q8VEL9; Q8BPB1
Ren1	19701	13676837	NP_112469	Q62153; P97911; Q62154; P06281; Q543E5
Ren2	19702	118150650	NP_112470	P97955; P00796; P70229; Q62155
Renbp	19703	257796226; 569009899; 257796315	XP_006527979; NP_001158176; NP_075621	Q9CXI1; Q80Z67; P82343; Q91WI9; Q3TIZ6; Q3UJ23
